Area Code,Area,Months,Element,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
229,United Kingdom,September,Temperature change,°C,0.528,1.454,-0.211,0.6,1.656,-0.218,2.234,0.368,0.21,0.917
229,United Kingdom,October,Temperature change,°C,0.019,1.593,-1.168,1.665,1.55,0.635,0.472,1.719,0.249,-0.189
229,United Kingdom,November,Temperature change,°C,-1.29,3.081,0.223,0.146,2.063,2.49,-0.349,0.311,1.776,0.055
229,United Kingdom,December,Temperature change,°C,-4.438,0.882,0.116,1.836,0.437,3.712,1.979,0.399,2.03,1.315
229,United Kingdom,Dec–Jan–Feb,Temperature change,°C,-1.417,-0.616,1.401,0.269,2.059,0.739,2.158,1.866,0.434,2.054
229,United Kingdom,Mar–Apr–May,Temperature change,°C,0.473,1.993,1.042,-1.011,1.875,0.519,0.594,1.991,0.933,1.316
229,United Kingdom,Jun–Jul–Aug,Temperature change,°C,0.92,-0.084,0.206,1.395,1.198,0.245,1.166,1.117,1.939,1.397
229,United Kingdom,Sep–Oct–Nov,Temperature change,°C,-0.248,2.043,-0.385,0.804,1.756,0.969,0.786,0.799,0.745,0.261
229,United Kingdom,Meteorological year,Temperature change,°C,-0.068,0.834,0.566,0.364,1.722,0.618,1.176,1.443,1.013,1.257
215,United Republic of Tanzania,January,Temperature change,°C,1.018,0.717,0.588,1.405,1.088,0.949,1.276,2.063,0.725,1.799
215,United Republic of Tanzania,February,Temperature change,°C,1.272,0.987,1.195,1.155,0.52,1.664,1.194,1.436,1.86,1.598
215,United Republic of Tanzania,March,Temperature change,°C,1.267,0.646,0.982,1.113,0.726,1.064,2.269,1.246,0.871,1.8
215,United Republic of Tanzania,April,Temperature change,°C,1.176,1.009,0.666,0.873,0.757,0.561,1.268,1.22,1.508,2.166
215,United Republic of Tanzania,May,Temperature change,°C,1.483,1.198,0.702,0.816,0.825,1.073,1.966,1.94,0.534,1.538
215,United Republic of Tanzania,June,Temperature change,°C,1.467,1.14,1.237,0.714,1.494,1.473,1.047,1.931,1.064,1.612
215,United Republic of Tanzania,July,Temperature change,°C,1.199,1.212,1.457,1.013,1.495,1.756,1.171,1.838,1.249,1.643
215,United Republic of Tanzania,August,Temperature change,°C,0.928,0.889,1.248,1.117,1.612,1.567,1.11,1.966,1.66,2.177
215,United Republic of Tanzania,September,Temperature change,°C,1.037,1.143,1.271,1.396,0.904,1.916,0.856,1.946,1.784,1.752
215,United Republic of Tanzania,October,Temperature change,°C,1.468,0.602,1.026,0.899,1.184,1.756,0.889,1.656,1.367,1.076
215,United Republic of Tanzania,November,Temperature change,°C,1.273,0.314,1.064,0.953,1.075,0.775,1.155,0.939,1.31,1.55
215,United Republic of Tanzania,December,Temperature change,°C,0.768,0.584,1.034,1.169,1.281,0.917,1.328,1.662,1.454,1.194
215,United Republic of Tanzania,Dec–Jan–Feb,Temperature change,°C,1.012,0.824,0.789,1.198,0.926,1.298,1.129,1.609,1.416,1.617
215,United Republic of Tanzania,Mar–Apr–May,Temperature change,°C,1.309,0.951,0.783,0.934,0.769,0.899,1.834,1.469,0.971,1.835
215,United Republic of Tanzania,Jun–Jul–Aug,Temperature change,°C,1.198,1.08,1.314,0.948,1.534,1.599,1.109,1.912,1.324,1.811
215,United Republic of Tanzania,Sep–Oct–Nov,Temperature change,°C,1.259,0.686,1.12,1.083,1.054,1.482,0.967,1.514,1.487,1.459
215,United Republic of Tanzania,Meteorological year,Temperature change,°C,1.194,0.885,1.002,1.041,1.071,1.32,1.26,1.626,1.3,1.68
231,United States of America,January,Temperature change,°C,0.512,0.616,1.548,2.06,1.913,2.033,2.675,2.128,1.6,1.866
231,United States of America,February,Temperature change,°C,-0.215,-0.048,2.438,0.662,-0.347,0.389,3.788,3.528,1.765,0.375
231,United States of America,March,Temperature change,°C,1.211,1.251,3.688,0.162,0.22,2.532,3.778,1.844,1.632,1.404
231,United States of America,April,Temperature change,°C,1.414,0.546,2.043,-1.015,0.76,1.535,1.998,1.978,-0.414,1.411
231,United States of America,May,Temperature change,°C,0.323,-0.124,1.414,0.141,0.919,1.044,0.787,0.521,2.538,0.307
231,United States of America,June,Temperature change,°C,1.001,0.709,1.057,1.369,0.444,1.632,1.773,1.1,1.48,0.677
231,United States of America,July,Temperature change,°C,0.501,1.089,1.335,0.536,-0.118,0.371,1.078,1.259,1.159,1.045
231,United States of America,August,Temperature change,°C,1.127,1.292,0.87,0.631,0.37,0.445,1.093,0.1,0.738,1.018
231,United States of America,September,Temperature change,°C,1.055,0.83,0.695,0.882,0.827,1.561,1.295,0.918,1.638,2.021
231,United States of America,October,Temperature change,°C,1.085,0.716,-0.022,0.565,1.297,1.95,2.036,1.23,0.67,-0.269
231,United States of America,November,Temperature change,°C,0.788,0.128,0.41,0.098,-0.389,1.784,2.895,1.797,-0.03,0.514
231,United States of America,December,Temperature change,°C,-0.643,1.775,1.07,-0.344,2.816,3.172,0.491,2.149,1.766,1.988
231,United States of America,Dec–Jan–Feb,Temperature change,°C,-0.117,-0.025,1.92,1.264,0.407,1.746,3.212,2.049,1.838,1.336
231,United States of America,Mar–Apr–May,Temperature change,°C,0.983,0.558,2.382,-0.237,0.633,1.704,2.188,1.448,1.252,1.041
231,United States of America,Jun–Jul–Aug,Temperature change,°C,0.876,1.03,1.087,0.845,0.232,0.816,1.315,0.82,1.126,0.913
231,United States of America,Sep–Oct–Nov,Temperature change,°C,0.976,0.558,0.361,0.515,0.578,1.765,2.075,1.315,0.759,0.755
231,United States of America,Meteorological year,Temperature change,°C,0.679,0.53,1.437,0.597,0.463,1.508,2.197,1.408,1.244,1.011
240,United States Virgin Islands,January,Temperature change,°C,0.964,0.622,-0.41,0.741,1.059,1.002,1.044,0.435,0.892,0.653
240,United States Virgin Islands,February,Temperature change,°C,1.508,0.647,0.517,0.441,0.917,1.103,1.158,0.738,0.069,0.87
240,United States Virgin Islands,March,Temperature change,°C,1.97,-0.043,0.205,0.446,0.641,0.493,1.053,0.657,0.374,0.801
240,United States Virgin Islands,April,Temperature change,°C,1.249,0.251,0.396,0.6,0.812,0.971,1.098,0.346,0.657,0.9
240,United States Virgin Islands,May,Temperature change,°C,1.217,0.027,0.186,0.45,0.119,0.988,0.994,0.594,0.377,0.631
240,United States Virgin Islands,June,Temperature change,°C,0.791,0.715,1.066,0.353,0.875,1.02,1.111,0.632,0.65,0.832
240,United States Virgin Islands,July,Temperature change,°C,0.885,0.066,0.632,0.404,0.907,1.061,0.951,0.914,0.788,1.006
240,United States Virgin Islands,August,Temperature change,°C,1.022,0.303,0.545,0.692,0.52,0.951,0.966,0.946,0.703,0.761
240,United States Virgin Islands,September,Temperature change,°C,0.517,0.312,0.823,0.745,0.418,1.03,0.705,0.963,0.783,0.911
240,United States Virgin Islands,October,Temperature change,°C,-0.028,0.693,0.945,1.028,0.817,1.202,0.643,0.502,0.4,1.08
240,United States Virgin Islands,November,Temperature change,°C,-0.399,0.322,1.025,0.493,0.559,0.675,0.414,1.434,0.505,1.107
240,United States Virgin Islands,December,Temperature change,°C,-0.678,0.093,0.619,0.666,0.519,1.223,1.029,1.125,0.822,1.691
240,United States Virgin Islands,Dec–Jan–Feb,Temperature change,°C,1.161,0.197,0.067,0.6,0.881,0.875,1.142,0.734,0.695,0.782
240,United States Virgin Islands,Mar–Apr–May,Temperature change,°C,1.479,0.078,0.262,0.499,0.524,0.817,1.048,0.532,0.469,0.777
240,United States Virgin Islands,Jun–Jul–Aug,Temperature change,°C,0.899,0.361,0.748,0.483,0.767,1.011,1.009,0.831,0.714,0.866
240,United States Virgin Islands,Sep–Oct–Nov,Temperature change,°C,0.03,0.442,0.931,0.755,0.598,0.969,0.587,0.966,0.563,1.033
240,United States Virgin Islands,Meteorological year,Temperature change,°C,0.892,0.27,0.502,0.584,0.693,0.918,0.946,0.766,0.61,0.865
234,Uruguay,January,Temperature change,°C,0.735,1.545,1.04,-0.383,1.514,0.141,1.143,0.643,1.167,0.41
234,Uruguay,February,Temperature change,°C,0.939,0.498,1.439,-0.194,0.463,0.639,2.074,1.683,0.856,0.213
234,Uruguay,March,Temperature change,°C,1.119,0.357,0.284,-1.796,-1.027,1.17,-0.55,0.449,0.343,-0.246
234,Uruguay,April,Temperature change,°C,0.339,1.287,0.136,0.845,0.898,2.271,1.041,1.164,4.783,1.418
234,Uruguay,May,Temperature change,°C,0.79,-0.285,2.312,-0.312,-0.069,1.85,-1.921,1.319,1.695,1.318
234,Uruguay,June,Temperature change,°C,0.409,-0.322,0.109,0.169,0.107,1.832,-1.605,2.373,-0.883,3.4
234,Uruguay,July,Temperature change,°C,-0.609,-1.178,-2.614,-0.093,1.017,0.843,-0.161,2.951,-0.592,-0.358
234,Uruguay,August,Temperature change,°C,-0.714,-0.873,2.616,-1.201,1.75,3.665,1.425,2.705,-0.646,-0.263
234,Uruguay,September,Temperature change,°C,0.686,0.745,1.203,0.736,1.687,0.128,-0.365,2.396,2.736,0.012
234,Uruguay,October,Temperature change,°C,-0.444,0.049,1.47,0.878,3.118,-0.675,0.613,0.825,0.751,0.871
234,Uruguay,November,Temperature change,°C,-0.172,1.63,2.309,1.101,1.177,-0.083,0.83,0.211,1.562,2.158
234,Uruguay,December,Temperature change,°C,1.553,-0.535,1.517,2.912,0.336,0.675,1.169,1.812,-0.292,0.677
234,Uruguay,Dec–Jan–Feb,Temperature change,°C,0.496,1.199,0.648,0.313,1.63,0.372,1.297,1.165,1.278,0.11
234,Uruguay,Mar–Apr–May,Temperature change,°C,0.749,0.453,0.911,-0.421,-0.066,1.764,-0.477,0.977,2.274,0.83
234,Uruguay,Jun–Jul–Aug,Temperature change,°C,-0.305,-0.791,0.037,-0.375,0.958,2.113,-0.114,2.676,-0.707,0.926
234,Uruguay,Sep–Oct–Nov,Temperature change,°C,0.023,0.808,1.661,0.905,1.994,-0.21,0.359,1.144,1.683,1.014
234,Uruguay,Meteorological year,Temperature change,°C,0.241,0.417,0.814,0.106,1.129,1.01,0.266,1.49,1.132,0.72
228,USSR,January,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,February,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,March,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,April,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,May,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,June,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,July,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,August,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,September,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,October,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,November,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,December,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,Dec–Jan–Feb,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,Mar–Apr–May,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,Jun–Jul–Aug,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,Sep–Oct–Nov,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
228,USSR,Meteorological year,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
235,Uzbekistan,January,Temperature change,°C,3.145,0.598,-0.823,3.331,1.129,2.624,5.739,3.26,1.453,5.43
235,Uzbekistan,February,Temperature change,°C,-1.07,-0.834,-4.168,3.579,-5.367,3.516,5.962,0.162,1.385,3.398
235,Uzbekistan,March,Temperature change,°C,3.24,0.999,-0.175,4.1,1.73,0.35,5.683,2.332,4.595,4.642
235,Uzbekistan,April,Temperature change,°C,2.079,2.347,5.434,0.557,-0.876,1.788,1.437,0.456,0.582,0.8
235,Uzbekistan,May,Temperature change,°C,1.069,2.51,1.993,1.316,3.535,1.651,1.821,2.796,0.721,2.566
235,Uzbekistan,June,Temperature change,°C,2.216,1.657,1.9,1.346,2.399,2.782,1.632,1.323,0.507,1.089
235,Uzbekistan,July,Temperature change,°C,0.749,1,1.359,0.953,-0.48,1.897,1.042,1.893,3.04,3.197
235,Uzbekistan,August,Temperature change,°C,1.888,1.923,2.419,0.494,2.341,0.61,1.783,1.264,0.522,0.641
235,Uzbekistan,September,Temperature change,°C,0.474,1.221,0.453,2.678,0.917,0.673,2.655,1.697,0.588,0.542
235,Uzbekistan,October,Temperature change,°C,2.815,1.513,2.275,1.079,-1.268,0.318,-1.566,1.397,0.967,2.322
235,Uzbekistan,November,Temperature change,°C,3.044,-2.518,0.233,2.115,-2.327,0.366,-1.962,3.043,-1.239,-2.384
235,Uzbekistan,December,Temperature change,°C,2.04,-2.928,-3.281,0.271,0.091,2.985,1.722,-0.749,0.91,2.972
235,Uzbekistan,Dec–Jan–Feb,Temperature change,°C,1.246,0.601,-2.64,1.21,-1.322,2.077,4.895,1.715,0.696,3.246
235,Uzbekistan,Mar–Apr–May,Temperature change,°C,2.129,1.952,2.417,1.991,1.463,1.263,2.98,1.861,1.966,2.669
235,Uzbekistan,Jun–Jul–Aug,Temperature change,°C,1.618,1.527,1.893,0.931,1.42,1.763,1.486,1.493,1.356,1.642
235,Uzbekistan,Sep–Oct–Nov,Temperature change,°C,2.111,0.072,0.987,1.957,-0.893,0.452,-0.291,2.046,0.105,0.16
235,Uzbekistan,Meteorological year,Temperature change,°C,1.776,1.038,0.664,1.522,0.167,1.389,2.268,1.779,1.031,1.929
155,Vanuatu,January,Temperature change,°C,0.42,0.862,-0.06,0.619,1.056,0.745,1.26,1.044,0.749,0.675
155,Vanuatu,February,Temperature change,°C,0.575,0.606,0.281,0.488,0.83,1.43,2.215,0.984,0.77,0.914
155,Vanuatu,March,Temperature change,°C,0.599,0.427,0.937,0.344,0.796,0.517,1.79,1.457,0.833,1.127
155,Vanuatu,April,Temperature change,°C,0.788,0.69,0.297,1.493,0.735,1.037,1.47,1.281,0.558,1.133
155,Vanuatu,May,Temperature change,°C,1.014,1.088,0.563,0.886,0.372,0.735,1.334,1.798,0.3,1.018
155,Vanuatu,June,Temperature change,°C,1.931,1.351,1.023,1.302,1.235,0.529,1.438,1.366,0.346,0.988
155,Vanuatu,July,Temperature change,°C,0.815,1.142,0.745,1.155,0.108,1.081,1.498,1.099,0.974,0.8
155,Vanuatu,August,Temperature change,°C,1.823,1.108,0.927,1.189,1.399,0.353,1.13,1.511,0.843,1.65
155,Vanuatu,September,Temperature change,°C,2.619,1.179,0.811,0.902,1.449,0.362,1.207,1.167,0.753,1.114
155,Vanuatu,October,Temperature change,°C,1.491,0.996,1.034,0.809,0.695,0.759,0.981,1.64,1.113,1.288
155,Vanuatu,November,Temperature change,°C,0.988,0.868,0.326,1.491,0.535,1.519,1.504,1.233,1.273723635,1.032
155,Vanuatu,December,Temperature change,°C,0.891,0.779,1.023,1.221,1.076,1.377,1.17,0.585,0.928,1.27
155,Vanuatu,Dec–Jan–Feb,Temperature change,°C,0.4,0.786,0.333,0.71,1.036,1.084,1.617,1.066,0.701,0.839
155,Vanuatu,Mar–Apr–May,Temperature change,°C,0.8,0.735,0.599,0.908,0.634,0.763,1.531,1.512,0.564,1.093
155,Vanuatu,Jun–Jul–Aug,Temperature change,°C,1.523,1.2,0.898,1.215,0.914,0.654,1.355,1.325,0.721,1.146
155,Vanuatu,Sep–Oct–Nov,Temperature change,°C,1.699,1.014,0.724,1.067,0.893,0.88,1.231,1.347,0.933,1.145
155,Vanuatu,Meteorological year,Temperature change,°C,1.105,0.934,0.639,0.975,0.869,0.845,1.433,1.312,0.73,1.056
236,Venezuela (Bolivarian Republic of),January,Temperature change,°C,1.535,0.711,0.398,1.308,1.051,1.439,1.771,0.117,1.169,1.129
236,Venezuela (Bolivarian Republic of),February,Temperature change,°C,2.402,0.742,0.216,0.659,0.95,0.955,1.69,-0.571,0.346,1.098
236,Venezuela (Bolivarian Republic of),March,Temperature change,°C,2.236,-0.08,-0.077,1.319,1.377,0.705,2.068,0.234,0.722,1.422
236,Venezuela (Bolivarian Republic of),April,Temperature change,°C,0.974,0.285,0.013,0.994,0.85,1.209,1.024,0.703,0.129,1.177
236,Venezuela (Bolivarian Republic of),May,Temperature change,°C,1.108,0.182,0.389,0.855,0.965,1.521,0.737,0.94,0.33,1.228
236,Venezuela (Bolivarian Republic of),June,Temperature change,°C,1.319,0.815,0.829,0.902,1.301,1.566,0.904,0.997,0.916,1.363
236,Venezuela (Bolivarian Republic of),July,Temperature change,°C,1.157,1.121,0.98,1.224,1.415,1.442,1.404,1.277,0.932,1.327
236,Venezuela (Bolivarian Republic of),August,Temperature change,°C,1.136,1.379,0.689,0.955,1.016,1.502,1.239,1.556,0.978,1.261
236,Venezuela (Bolivarian Republic of),September,Temperature change,°C,0.696,0.753,0.916,0.857,0.863,1.8,0.83,1.502,0.986,1.241
236,Venezuela (Bolivarian Republic of),October,Temperature change,°C,0.903,0.684,0.862,1.03,0.813,1.705,1.128,0.713,1.015,0.92
236,Venezuela (Bolivarian Republic of),November,Temperature change,°C,0.858,0.752,1.159,0.536,0.794,1.076,1.081,1.075,1.649,1.436
236,Venezuela (Bolivarian Republic of),December,Temperature change,°C,0.721,0.7,1.141,0.627,1.368,1.212,0.907,1.191,0.729,1.615
236,Venezuela (Bolivarian Republic of),Dec–Jan–Feb,Temperature change,°C,1.839,0.725,0.438,1.036,0.876,1.254,1.558,0.151,0.902,0.985
236,Venezuela (Bolivarian Republic of),Mar–Apr–May,Temperature change,°C,1.439,0.129,0.108,1.056,1.064,1.145,1.276,0.626,0.394,1.276
236,Venezuela (Bolivarian Republic of),Jun–Jul–Aug,Temperature change,°C,1.204,1.105,0.833,1.027,1.244,1.503,1.182,1.277,0.942,1.317
236,Venezuela (Bolivarian Republic of),Sep–Oct–Nov,Temperature change,°C,0.819,0.73,0.979,0.808,0.823,1.527,1.013,1.097,1.217,1.199
236,Venezuela (Bolivarian Republic of),Meteorological year,Temperature change,°C,1.325,0.672,0.59,0.982,1.002,1.357,1.257,0.788,0.864,1.194
237,Viet Nam,January,Temperature change,°C,1.995,-1.518,0.241,0.657,-0.252,0.457,1.569,2.512,1.03,1.698
237,Viet Nam,February,Temperature change,°C,2.719,0.244,0.343,2.34,-0.133,1.047,-0.494,1.363,-0.28,3.32
237,Viet Nam,March,Temperature change,°C,1.117,-2.267,0.576,2.034,0.346,1.513,0.263,0.888,1.072,1.94
237,Viet Nam,April,Temperature change,°C,0.614,-0.725,1.277,0.952,1.19,0.923,1.815,0.786,0.339,2.66
237,Viet Nam,May,Temperature change,°C,1.538,-0.088,1.242,0.888,1.26,2.3,1.234,0.431,1.164,1.376
237,Viet Nam,June,Temperature change,°C,1.262,0.745,1.304,0.637,1.106,1.629,1.475,1.383,0.986,2.252
237,Viet Nam,July,Temperature change,°C,0.837,0.889,0.353,0.177,0.445,0.753,1.166,0.281,0.774,1.55
237,Viet Nam,August,Temperature change,°C,0.323,0.672,0.888,0.432,0.592,1.277,1.476,1.059,0.951,1.474
237,Viet Nam,September,Temperature change,°C,1.117,0.591,0.08,0.145,1.109,1.415,1.328,1.886,1.19,1.029
237,Viet Nam,October,Temperature change,°C,0.192,0.465,1.065,0.079,0.907,1.478,1.952,0.972,1.288,1.559
237,Viet Nam,November,Temperature change,°C,0.228,1.558,2.019,1.111,1.621,2.806,1.828,1.113,2.091,1.634
237,Viet Nam,December,Temperature change,°C,0.985,-0.334,1.661,-1.39,-0.115,1.44,1.857,0.244,1.606,1.246
237,Viet Nam,Dec–Jan–Feb,Temperature change,°C,2.013,-0.096,0.083,1.553,-0.592,0.463,0.838,1.911,0.331,2.208
237,Viet Nam,Mar–Apr–May,Temperature change,°C,1.09,-1.027,1.032,1.291,0.932,1.579,1.104,0.702,0.858,1.992
237,Viet Nam,Jun–Jul–Aug,Temperature change,°C,0.807,0.769,0.848,0.415,0.714,1.22,1.372,0.908,0.904,1.759
237,Viet Nam,Sep–Oct–Nov,Temperature change,°C,0.512,0.871,1.055,0.445,1.212,1.9,1.703,1.324,1.523,1.407
237,Viet Nam,Meteorological year,Temperature change,°C,1.105,0.129,0.754,0.926,0.567,1.29,1.254,1.211,0.904,1.841
242,Wake Island,January,Temperature change,°C,0.56,0.82,0.65,0.27,1.101856475,0.68,0.63,0.88,1.18,1.441565657
242,Wake Island,February,Temperature change,°C,0.018,-0.243,1.087,0.598,1.101856475,-0.273,0.428,0.728,0.548,1.441565657
242,Wake Island,March,Temperature change,°C,0.282,0.533,0.433,1.003,1.112,0.603,1.449329871,1.033,-0.198,0.683
242,Wake Island,April,Temperature change,°C,-0.013,0.897,0.268,0.877,1.638,-0.463,1.449329871,1.300110015,0.237,1.188
242,Wake Island,May,Temperature change,°C,-0.06,0.33,-0.19,1.1,1.14,0.19,1.449329871,1.300110015,-0.01,0.69
242,Wake Island,June,Temperature change,°C,0.244,0.464,0.284,1.354,1.144,0.034,1.449329871,0.484,-0.016,0.734
242,Wake Island,July,Temperature change,°C,0.002,-0.568,-0.398,0.292,1.102,1.301134715,0.252,0.772,-0.408,0.062
242,Wake Island,August,Temperature change,°C,0.414,0.044,0.064,1.974,1.124,1.064,-0.846,0.664,0.624,0.714
242,Wake Island,September,Temperature change,°C,-0.066,-0.986,-0.696,0.464,0.744,0.664,-0.086,0.364,1.273723635,0.864
242,Wake Island,October,Temperature change,°C,-0.766,-0.226,0.054,0.965319951,0.114,0.114,1.449329871,0.114,-0.006,1.441565657
242,Wake Island,November,Temperature change,°C,-0.036,0.094,0.364,1.404,0.904,0.434,0.594,0.104,0.854,1.441565657
242,Wake Island,December,Temperature change,°C,-0.768,0.902,-0.088,0.965319951,0.792,0.492,1.449329871,0.992,0.432,-0.258
242,Wake Island,Dec–Jan–Feb,Temperature change,°C,0.307,-0.064,0.88,0.26,1.101856475,0.4,0.517,0.804,0.907,1.441565657
242,Wake Island,Mar–Apr–May,Temperature change,°C,0.07,0.587,0.17,0.993,1.297,0.11,1.449329871,1.300110015,0.01,0.854
242,Wake Island,Jun–Jul–Aug,Temperature change,°C,0.22,-0.02,-0.017,1.207,1.123,0.549,-0.297,0.64,0.067,0.503
242,Wake Island,Sep–Oct–Nov,Temperature change,°C,-0.289,-0.373,-0.093,0.934,0.587,0.404,0.254,0.194,0.424,1.441565657
242,Wake Island,Meteorological year,Temperature change,°C,0.077,0.032,0.235,0.849,1.002,0.366,0.158,0.546,0.352,1.441565657
243,Wallis and Futuna Islands,January,Temperature change,°C,0.385,0.004,0.508,0.842,1.386,1.665,2.007,1.429,1.21,1.403
243,Wallis and Futuna Islands,February,Temperature change,°C,1.162,-0.212,0.122,1.327,1.102,1.31,2.005,0.675,1.033,1.033
243,Wallis and Futuna Islands,March,Temperature change,°C,0.969,0.634,0.805,0.653,0.982,1.282,1.747,1.207,0.882,1.745
243,Wallis and Futuna Islands,April,Temperature change,°C,0.975,1.431,0.395,1.387,1.18,0.59,0.913,1.374,0.569,2.149
243,Wallis and Futuna Islands,May,Temperature change,°C,1.625,1.542,0.584,1.169,0.55,0.437,1.492,1.34,0.795,0.732
243,Wallis and Futuna Islands,June,Temperature change,°C,1.138,1.549,1.075,1.112,0.764,0.625,1.407,0.816,0.9,1.167
243,Wallis and Futuna Islands,July,Temperature change,°C,1.135,1.683,0.995,0.542,0.238,1.016,1.173,0.994,0.645,1.045
243,Wallis and Futuna Islands,August,Temperature change,°C,1.29,0.975,1.327,1.162,0.645,0.508,1.252,1.253,0.519,1.523
243,Wallis and Futuna Islands,September,Temperature change,°C,1.346,1.172,1.064,0.704,1.058,0.804,0.751,1.301,1.582,1.1
243,Wallis and Futuna Islands,October,Temperature change,°C,1.026,1.235,1.197,0.432,1.019,0.852,1.886,1.242,1.433,1.404
243,Wallis and Futuna Islands,November,Temperature change,°C,0.783,0.546,1.498,1.116,0.989,0.812,1.714,1.139,1.504,0.619
243,Wallis and Futuna Islands,December,Temperature change,°C,0.477,0.817,0.866,0.921,0.914,1.303,1.319,0.907,1.018,1.457
243,Wallis and Futuna Islands,Dec–Jan–Feb,Temperature change,°C,0.539,0.09,0.482,1.012,1.136,1.296,1.772,1.141,1.05,1.151
243,Wallis and Futuna Islands,Mar–Apr–May,Temperature change,°C,1.19,1.202,0.595,1.07,0.904,0.77,1.384,1.307,0.749,1.542
243,Wallis and Futuna Islands,Jun–Jul–Aug,Temperature change,°C,1.188,1.402,1.132,0.939,0.549,0.716,1.277,1.021,0.688,1.245
243,Wallis and Futuna Islands,Sep–Oct–Nov,Temperature change,°C,1.052,0.984,1.253,0.751,1.022,0.823,1.45,1.227,1.506,1.041
243,Wallis and Futuna Islands,Meteorological year,Temperature change,°C,0.992,0.919,0.865,0.943,0.903,0.901,1.471,1.174,0.998,1.245
205,Western Sahara,January,Temperature change,°C,2.544,1.939,0.53,0.707,0.886,0.45,3.146,1.107,0.808,0.685
205,Western Sahara,February,Temperature change,°C,3.289,0.351,-0.742,1.119,0.284,0.161,1.733,1.257,-0.507,1.5
205,Western Sahara,March,Temperature change,°C,2.433,-0.011,1.283,1.726,0.379,-0.331,-0.037,1.751,1.359,0.919
205,Western Sahara,April,Temperature change,°C,3.037,2.124,-0.008,2.526,2.496,2.422,1.884,3.501,0.955,1.519
205,Western Sahara,May,Temperature change,°C,0.991,2.471,1.744,0.938,1.714,3.368,0.789,2.802,0.414,2.41
205,Western Sahara,June,Temperature change,°C,0.224,3.192,2.34,0.977,1.722,1.811,1.865,3.09,1.176,1.851
205,Western Sahara,July,Temperature change,°C,1.24,-0.315,1.453,1.566,0.438,1.929,1.617,1.639,1.295,0.544
205,Western Sahara,August,Temperature change,°C,1.711,1.232,2.132,1.708,1.189,1.296,1.467,2.099,0.625,1.281
205,Western Sahara,September,Temperature change,°C,2.035,1.688,1.792,0.547,1.66,1.127,1.294,1.682,1.23,1.274
205,Western Sahara,October,Temperature change,°C,1.187,1.958,1.629,1.883,2.179,2.195,1.372,2.235,1.119,2.516
205,Western Sahara,November,Temperature change,°C,1.362,0.746,2.427,1.468,1.112,2.311,1.448,2.288,0.379,1.616
205,Western Sahara,December,Temperature change,°C,3.259,1.544,1.504,2.031,0.969,3.208,2.71,1.257,2.611,3.237
205,Western Sahara,Dec–Jan–Feb,Temperature change,°C,2.882,1.85,0.444,1.11,1.067,0.527,2.696,1.691,0.519,1.599
